"","SEQN","RIAGENDR","RIDAGEYR","RIDRETH1","DMDBORN","DMDCITZN","DMDEDUC3","DMDMARTL","DMDFMSIZ","INDFMINC"
"1189",32315,"female",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",4,3
"1191",32317,"male",17,"Mexican American","Mexico","Not a citizen of the US",11,"Living with partner",7,5
"1193",32319,"female",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",5,8
"1200",32326,"male",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",3,5
"1203",32329,"male",15,"Mexican American","The US","A citizen of the US",9,"Never married",5,11
"1205",32331,"female",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",3,11
"1243",32369,"male",15,"Other Race - Including Multi-Racial","The US","A citizen of the US",9,"Never married",3,4
"1246",32372,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",6,11
"1249",32375,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,11
"1258",32384,"male",15,"Mexican American","The US","A citizen of the US",8,"Never married",6,8
"1269",32395,"female",16,"Mexican American","Mexico","Not a citizen of the US",10,"Never married",4,4
"1273",32399,"male",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,8
"1274",32400,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",4,10
"1291",32417,"male",17,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",3,11
"1297",32423,"female",19,"Mexican American","Mexico","A citizen of the US",11,"Never married",6,11
"1301",32427,"female",17,"Mexican American","The US","A citizen of the US",11,"Never married",3,5
"1305",32431,"female",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",4,4
"1312",32438,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",4,10
"1330",32456,"female",18,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",10,"Never married",7,11
"1332",32458,"male",15,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",5,9
"1334",32460,"male",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,11
"1349",32475,"male",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",1,1
"1353",32479,"female",15,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",4,8
"1354",32480,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",7,5
"1358",32484,"female",14,"Mexican American","The US","A citizen of the US",8,"Never married",6,5
"1369",32495,"male",15,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,6
"1372",32498,"female",19,"Mexican American","The US","A citizen of the US",13,"Never married",6,11
"1373",32499,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",3,7
"1375",32501,"male",18,"Mexican American","The US","A citizen of the US",11,"Never married",5,11
"1382",32508,"male",14,"Mexican American","The US","A citizen of the US",8,"Never married",5,6
"1388",32514,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",7,11
"1389",32515,"male",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",5,6
"1390",32516,"male",14,"Non-Hispanic Black","The US","A citizen of the US",6,"Never married",7,1
"1402",32528,"male",19,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",4,11
"1408",32534,"male",16,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,4
"1420",32546,"female",15,"Other Hispanic","The US","A citizen of the US",9,"Never married",4,8
"1423",32549,"female",17,"Mexican American","The US","A citizen of the US",11,"Never married",7,7
"1441",32567,"male",15,"Mexican American","Mexico","Not a citizen of the US",7,"Never married",5,2
"1450",32576,"female",17,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",5,2
"1454",32580,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",5,11
"1463",32589,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",4,3
"1468",32594,"male",16,"Other Hispanic","The US","A citizen of the US",9,"Never married",4,11
"1472",32598,"male",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",7,8
"1478",32604,"female",15,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",6,11
"1484",32610,"male",17,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",6,6
"1499",32625,"male",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",2,1
"1509",32635,"male",19,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,11
"1512",32638,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,11
"1519",32645,"male",16,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",5,5
"1522",32648,"female",19,"Mexican American","Mexico","Not a citizen of the US",13,"Married",5,4
"1531",32657,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Separeted",5,11
"1536",32662,"male",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",4,4
"1547",32673,"male",17,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",4,7
"1550",32676,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",4,9
"1560",32686,"female",15,"Other Race - Including Multi-Racial","The US","A citizen of the US",8,"Never married",4,10
"1572",32698,"male",14,"Non-Hispanic White","The US","A citizen of the US",7,"Never married",5,5
"1574",32700,"male",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,8
"1592",32718,"female",15,"Mexican American","The US","A citizen of the US",10,"Never married",2,7
"1593",32719,"male",15,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,9
"1600",32726,"male",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",2,7
"1609",32735,"female",16,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",5,11
"1613",32739,"female",19,"Mexican American","The US","A citizen of the US",15,"Never married",5,9
"1618",32744,"female",18,"Mexican American","Mexico","Not a citizen of the US",10,"Living with partner",3,5
"1620",32746,"male",19,"Mexican American","The US","A citizen of the US",15,"Never married",5,7
"1634",32760,"female",18,"Other Hispanic","Elsewhere","Not a citizen of the US",15,"Never married",1,2
"1637",32763,"female",14,"Mexican American","The US","A citizen of the US",7,"Never married",5,6
"1639",32765,"female",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",4,4
"1647",32773,"female",18,"Mexican American","The US","A citizen of the US",11,"Married",3,4
"1650",32776,"male",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",5,5
"1652",32778,"female",14,"Non-Hispanic White","The US","A citizen of the US",8,"Never married",5,11
"1657",32783,"female",15,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",1,1
"1660",32786,"female",15,"Mexican American","Mexico","Not a citizen of the US",7,"Never married",7,5
"1661",32787,"male",16,"Other Race - Including Multi-Racial","The US","A citizen of the US",10,"Never married",6,6
"1670",32796,"female",18,"Other Race - Including Multi-Racial","The US","A citizen of the US",12,"Never married",3,9
"1675",32801,"male",14,"Non-Hispanic Black","The US","A citizen of the US",8,"Never married",3,7
"1677",32803,"female",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",2,3
"1683",32809,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,11
"1689",32815,"female",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",4,11
"1696",32822,"male",19,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",2,3
"1700",32826,"female",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",3,11
"1704",32830,"male",16,"Other Race - Including Multi-Racial","The US","A citizen of the US",10,"Never married",5,11
"1705",32831,"male",15,"Mexican American","The US","A citizen of the US",9,"Never married",4,5
"1713",32839,"male",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",3,6
"1715",32841,"female",18,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",5,7
"1719",32845,"female",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",5,6
"1724",32850,"female",18,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",6,3
"1752",32878,"male",17,"Mexican American","The US","A citizen of the US",12,"Never married",7,11
"1756",32882,"female",17,"Mexican American","Mexico","Not a citizen of the US",9,"Never married",6,1
"1757",32883,"male",18,"Mexican American","Mexico","A citizen of the US",15,"Never married",3,6
"1758",32884,"female",16,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",3,1
"1761",32887,"female",18,"Mexican American","Mexico","Not a citizen of the US",11,"Never married",5,5
"1762",32888,"male",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",1,1
"1764",32890,"male",18,"Non-Hispanic White","The US","A citizen of the US",12,"Never married",4,9
"1767",32893,"female",16,"Non-Hispanic White","The US","A citizen of the US",9,"Never married",3,11
"1773",32899,"female",19,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",2,3
"1780",32906,"female",19,"Other Hispanic","The US","A citizen of the US",13,"Living with partner",1,4
"1785",32911,"female",14,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",6,3
"1787",32913,"female",19,"Mexican American","The US","A citizen of the US",11,"Never married",5,5
"1788",32914,"female",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",5,2
"1794",32920,"female",14,"Non-Hispanic White","The US","A citizen of the US",7,"Never married",5,6
"1801",32927,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,1
"1802",32928,"female",17,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",7,1
"1803",32929,"male",18,"Mexican American","Mexico","Not a citizen of the US",9,"Living with partner",6,6
"1819",32945,"female",15,"Other Hispanic","The US","A citizen of the US",9,"Never married",5,9
"1827",32953,"male",18,"Mexican American","The US","A citizen of the US",12,"Never married",2,10
"1829",32955,"female",18,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,1
"1840",32966,"male",16,"Mexican American","The US","A citizen of the US",10,"Never married",2,8
"1845",32971,"male",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",5,8
"1852",32978,"female",17,"Mexican American","The US","A citizen of the US",10,"Never married",4,10
"1866",32992,"male",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",5,4
"1872",32998,"female",15,"Mexican American","The US","A citizen of the US",8,"Never married",4,5
"1882",33008,"female",16,"Mexican American","The US","A citizen of the US",10,"Never married",5,11
"1890",33016,"female",18,"Non-Hispanic White","The US","A citizen of the US",11,"Never married",2,7
"1891",33017,"female",19,"Other Race - Including Multi-Racial","The US","A citizen of the US",10,"Living with partner",1,2
"1905",33031,"male",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",1,1
"1908",33034,"female",18,"Non-Hispanic White","The US","A citizen of the US",12,"Living with partner",1,1
"1915",33041,"male",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",2,4
"1917",33043,"female",16,"Mexican American","The US","A citizen of the US",9,"Never married",6,6
"1918",33044,"female",16,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",9,"Never married",7,5
"1925",33051,"female",19,"Other Race - Including Multi-Racial","The US","A citizen of the US",15,"Living with partner",4,11
"1931",33057,"male",18,"Other Race - Including Multi-Racial","The US","A citizen of the US",10,"Never married",1,1
"1932",33058,"female",17,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",7,9
"1937",33063,"female",19,"Mexican American","The US","A citizen of the US",13,"Separeted",3,6
"1940",33066,"male",17,"Non-Hispanic Black","The US","A citizen of the US",10,"Never married",3,4
"1953",33079,"male",19,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",4,10
"1959",33085,"female",19,"Non-Hispanic White","The US","A citizen of the US",15,"Never married",6,10
"1964",33090,"female",15,"Non-Hispanic Black","The US","A citizen of the US",9,"Never married",6,3
"1968",33094,"male",18,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",3,9
"1977",33103,"female",18,"Non-Hispanic White","The US","A citizen of the US",13,"Never married",3,10
"1979",33105,"male",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,11
"1980",33106,"female",19,"Mexican American","The US","A citizen of the US",11,"Never married",4,6
"1984",33110,"male",18,"Non-Hispanic Black","The US","A citizen of the US",11,"Never married",4,6
"1989",33115,"male",16,"Mexican American","Mexico","Not a citizen of the US",8,"Never married",6,3
"1996",33122,"male",18,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",5,7
"1998",33124,"female",17,"Mexican American","The US","A citizen of the US",11,"Never married",5,11
"2001",33127,"female",18,"Non-Hispanic Black","The US","A citizen of the US",13,"Never married",1,1
"2009",33135,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",4,11
"2010",33136,"male",18,"Mexican American","The US","A citizen of the US",13,"Never married",5,8
"2030",33156,"male",14,"Non-Hispanic White","The US","A citizen of the US",7,"Never married",3,2
"2032",33158,"male",18,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",3,9
"2034",33160,"male",14,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",9,"Never married",7,11
"2039",33165,"male",18,"Non-Hispanic Black","The US","A citizen of the US",15,"Never married",1,2
"2048",33174,"female",16,"Non-Hispanic White","The US","A citizen of the US",10,"Never married",3,4
"2050",33176,"female",14,"Non-Hispanic Black","The US","A citizen of the US",7,"Never married",3,1
